text,department,urgency
I missed my flight home because the airport shuttle provided by the university broke down on the highway and no backup was sent for two hours. I had to buy a new ticket which cost me $300.,Transport,High
Can we have a lost and found section on the transport website? It would be much easier than calling the office every time someone loses a hat or a glove.,Transport,Low
The bus driver was being very aggressive with his horn and yelling at other drivers in traffic. It was very embarrassing and made the university look bad.,Transport,Medium
The shuttle at 7:30 AM is always empty. Maybe that resource could be moved to the 10:00 AM slot when the buses are overflowing?,Transport,Low
"I think I left my phone on the seat of the Green Line bus. It's a black iPhone. If anyone finds it, please call the admin office. I need it for my multi-factor authentication for my exams.",Transport,High
The bus stop signs are fading and you can't read the route numbers anymore. It would be helpful to have them repainted or replaced.,Transport,Low
"The driver missed the turn for the East dorms and refused to go back. He told us we had to walk from the next stop, which is over a mile away, in the dark.",Transport,Medium
I feel like the drivers need more training on how to operate the new electric buses. They are very jerky with the brakes and it makes a lot of people feel motion sick.,Transport,Medium
"The 3:00 PM shuttle is always 10 minutes late, which means I miss my connection to the city bus. Could the schedule be adjusted to be more realistic?",Transport,Low
There was a large dog on the bus today that wasn't a service animal. It was barking at people and made many students uncomfortable. Aren't pets supposed to be in carriers?,Transport,Low
I am writing to report a driver who was making inappropriate comments to female students as they boarded the bus. This is a huge safety and harassment issue and needs to be handled immediately.,Transport,High
The bus schedule on the mobile app is completely different from the one printed at the bus stop. Which one are we supposed to follow?,Transport,Low
"I had a flat tire on my bike and tried to use the bus, but the bike rack was broken and wouldn't lock. I had to leave my bike behind and now it's been stolen.",Transport,Medium
The 8:00 AM bus broke down on the main bridge and we were stuck there for 45 minutes. I missed my 8:30 AM quiz which is 10% of my grade. Is there any way to get a formal note for my professor?,Transport,High
The floor of the bus is extremely slippery when it rains. I saw several people almost wipe out today. Maybe some non-slip mats could be installed near the doors?,Transport,Medium
I noticed that the shuttle doesn't run during the spring break. Some of us stay on campus to work or study and it's very hard to get around without the buses.,Transport,Low
The bus driver almost hit a cyclist because he didn't check his blind spot before turning into the campus gate. He didn't even stop to see if the guy was okay.,Transport,High
There is a lot of litter on the night buses. It would be great if there were small trash cans installed near the exits so people don't just leave their bottles on the floor.,Transport,Low
"The bus driver keeps skipping the stop at the medical center. He says no one is ever there, but I've been there twice this week and had to wave him down frantically just to get him to stop.",Transport,Medium
